Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,1500 - 1999 grams,28 - 364 days,18.0,5395.0,3.35 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,43.0,18791.0,2.29,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,94.0,69270.0,1.36,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,3000 - 3499 grams,7 - 27 days,10.0,130947.0,0.08 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,115.0,130947.0,0.88,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,3500 - 3999 grams,7 - 27 days,13.0,76069.0,0.17 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,64.0,76069.0,0.84,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,"Some college credit, but not a degree",1500 - 1999 grams,28 - 364 days,10.0,2952.0,3.39 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,19.0,10278.0,1.85 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,33.0,38903.0,0.85,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,48.0,78672.0,0.61,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,24.0,49004.0,0.49,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9th through 12th grade with no diploma,2000 - 2499 grams,28 - 364 days,20.0,5757.0,3.48,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,33.0,18777.0,1.76,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,39.0,32998.0,1.19,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,1500 - 1999 grams,28 - 364 days,16.0,5073.0,3.16 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,37.0,16783.0,2.21,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,2500 - 2999 grams,7 - 27 days,11.0,58987.0,0.19 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,67.0,58987.0,1.14,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,78.0,114683.0,0.68,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,38.0,72891.0,0.52,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,High school graduate or GED completed,4000 - 4499 grams,28 - 364 days,13.0,17865.0,0.73 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,29.0,13289.0,2.19,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,62.0,47992.0,1.29,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,57.0,101891.0,0.56,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,27.0,70118.0,0.39,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Some college credit, but not a degree",4000 - 4499 grams,28 - 364 days,13.0,17863.0,0.73 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Associate degree (AA, AS)",2500 - 2999 grams,28 - 364 days,13.0,18835.0,0.69 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Associate degree (AA, AS)",3000 - 3499 grams,28 - 364 days,16.0,43684.0,0.37 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,"Bachelor's degree (BA, AB, BS)",3000 - 3499 grams,28 - 364 days,13.0,90681.0,0.14 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,22.0,11826.0,1.86,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,16.0,21258.0,0.75 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,15.0,10402.0,1.45 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,43.0,33618.0,1.28,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,33.0,65582.0,0.5,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,16.0,44395.0,0.36 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,26.0,9765.0,2.67,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,23.0,32227.0,0.72,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,39.0,66511.0,0.59,2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,14.0,48399.0,0.29 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Associate degree (AA, AS)",3000 - 3499 grams,28 - 364 days,11.0,38083.0,0.29 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Bachelor's degree (BA, AB, BS)",2500 - 2999 grams,28 - 364 days,10.0,49602.0,0.20 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Bachelor's degree (BA, AB, BS)",3000 - 3499 grams,28 - 364 days,16.0,120911.0,0.13 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,"Bachelor's degree (BA, AB, BS)",3500 - 3999 grams,28 - 364 days,10.0,96104.0,0.10 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,15.0,15834.0,0.95 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,16.0,29093.0,0.55 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,17.0,29154.0,0.58 (Unreliable),2018
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,"Bachelor's degree (BA, AB, BS)",3000 - 3499 grams,28 - 364 days,10.0,59242.0,0.17 (Unreliable),2018
#Sudden infant death syndrome (R95),15-19 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,19.0,19167.0,0.99 (Unreliable),2018
#Sudden infant death syndrome (R95),15-19 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,14.0,32060.0,0.44 (Unreliable),2018
#Sudden infant death syndrome (R95),15-19 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,18.0,30898.0,0.59 (Unreliable),2018
#Sudden infant death syndrome (R95),20-24 years,9th through 12th grade with no diploma,2000 - 2499 grams,28 - 364 days,10.0,6421.0,1.56 (Unreliable),2018
#Sudden infant death syndrome (R95),20-24 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,22.0,23358.0,0.95,2018
#Sudden infant death syndrome (R95),20-24 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,29.0,40172.0,0.72,2018
#Sudden infant death syndrome (R95),20-24 years,9th through 12th grade with no diploma,3500 - 3999 grams,28 - 364 days,14.0,21110.0,0.67 (Unreliable),2018
#Sudden infant death syndrome (R95),20-24 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,23.0,18791.0,1.23,2018
#Sudden infant death syndrome (R95),20-24 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,48.0,69270.0,0.69,2018
#Sudden infant death syndrome (R95),20-24 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,55.0,130947.0,0.42,2018
#Sudden infant death syndrome (R95),20-24 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,40.0,76069.0,0.53,2018
#Sudden infant death syndrome (R95),20-24 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,24.0,38903.0,0.62,2018
#Sudden infant death syndrome (R95),20-24 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,23.0,78672.0,0.29,2018
#Sudden infant death syndrome (R95),20-24 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,12.0,49004.0,0.25 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,17.0,18777.0,0.91 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,16.0,32998.0,0.49 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,21.0,16783.0,1.25,2018
#Sudden infant death syndrome (R95),25-29 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,30.0,58987.0,0.51,2018
#Sudden infant death syndrome (R95),25-29 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,41.0,114683.0,0.36,2018
#Sudden infant death syndrome (R95),25-29 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,18.0,72891.0,0.25 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,15.0,13289.0,1.13 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,32.0,47992.0,0.67,2018
#Sudden infant death syndrome (R95),25-29 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,29.0,101891.0,0.29,2018
#Sudden infant death syndrome (R95),25-29 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,15.0,70118.0,0.21 (Unreliable),2018
#Sudden infant death syndrome (R95),25-29 years,"Associate degree (AA, AS)",2500 - 2999 grams,28 - 364 days,10.0,18835.0,0.53 (Unreliable),2018
#Sudden infant death syndrome (R95),30-34 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,10.0,11826.0,0.85 (Unreliable),2018
#Sudden infant death syndrome (R95),30-34 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,23.0,33618.0,0.69,2018
#Sudden infant death syndrome (R95),30-34 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,23.0,65582.0,0.35,2018
#Sudden infant death syndrome (R95),30-34 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,11.0,44395.0,0.25 (Unreliable),2018
#Sudden infant death syndrome (R95),30-34 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,22.0,9765.0,2.26,2018
#Sudden infant death syndrome (R95),30-34 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,11.0,32227.0,0.34 (Unreliable),2018
#Sudden infant death syndrome (R95),30-34 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,20.0,66511.0,0.3,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",15-19 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,17.0,19167.0,0.89 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",15-19 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,21.0,32060.0,0.66,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",15-19 years,9th through 12th grade with no diploma,3500 - 3999 grams,28 - 364 days,10.0,15364.0,0.65 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",15-19 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,11.0,17423.0,0.63 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,37.0,23358.0,1.59,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,26.0,40172.0,0.65,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,9th through 12th grade with no diploma,3500 - 3999 grams,28 - 364 days,10.0,21110.0,0.47 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,High school graduate or GED completed,1500 - 1999 grams,28 - 364 days,13.0,5395.0,2.42 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,20.0,18791.0,1.07,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,46.0,69270.0,0.67,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,60.0,130947.0,0.46,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,24.0,76069.0,0.32,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,10.0,10278.0,0.98 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,25.0,78672.0,0.32,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",20-24 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,12.0,49004.0,0.25 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,9th through 12th grade with no diploma,2000 - 2499 grams,28 - 364 days,11.0,5757.0,1.91 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,16.0,18777.0,0.85 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,23.0,32998.0,0.7,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,16.0,16783.0,0.95 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,37.0,58987.0,0.63,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,37.0,114683.0,0.32,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,20.0,72891.0,0.28,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,14.0,13289.0,1.06 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,30.0,47992.0,0.63,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,28.0,101891.0,0.28,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,12.0,70118.0,0.17 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",25-29 years,"Associate degree (AA, AS)",3000 - 3499 grams,28 - 364 days,10.0,43684.0,0.23 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,12.0,11826.0,1.02 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,10.0,10402.0,0.97 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,20.0,33618.0,0.6,2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,10.0,65582.0,0.15 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,12.0,32227.0,0.37 (Unreliable),2018
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)",30-34 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,19.0,66511.0,0.29 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,9th through 12th grade with no diploma,2000 - 2499 grams,28 - 364 days,10.0,5449.0,1.85 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,20.0,19167.0,1.05,2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,20.0,32060.0,0.63,2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,9th through 12th grade with no diploma,3500 - 3999 grams,28 - 364 days,15.0,15364.0,0.98 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,15.0,17423.0,0.86 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,17.0,30898.0,0.55 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",15-19 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,14.0,16164.0,0.87 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,37.0,23358.0,1.59,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,30.0,40172.0,0.75,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,9th through 12th grade with no diploma,3500 - 3999 grams,28 - 364 days,17.0,21110.0,0.81 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,High school graduate or GED completed,1500 - 1999 grams,28 - 364 days,11.0,5395.0,2.04 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,18.0,18791.0,0.96 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,74.0,69270.0,1.07,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,81.0,130947.0,0.62,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,49.0,76069.0,0.65,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,26.0,38903.0,0.67,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,29.0,78672.0,0.37,2018
"External causes of mortality (*U01,V01-Y84)",20-24 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,18.0,49004.0,0.37 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,9th through 12th grade with no diploma,2000 - 2499 grams,28 - 364 days,11.0,5757.0,1.92 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,19.0,18777.0,1.01 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,29.0,32998.0,0.88,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,High school graduate or GED completed,1500 - 1999 grams,28 - 364 days,13.0,5073.0,2.57 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,High school graduate or GED completed,2000 - 2499 grams,28 - 364 days,21.0,16783.0,1.26,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,43.0,58987.0,0.73,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,51.0,114683.0,0.45,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,High school graduate or GED completed,3500 - 3999 grams,28 - 364 days,29.0,72891.0,0.4,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,"Some college credit, but not a degree",2000 - 2499 grams,28 - 364 days,10.0,13289.0,0.75 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,29.0,47992.0,0.61,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,34.0,101891.0,0.33,2018
"External causes of mortality (*U01,V01-Y84)",25-29 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,19.0,70118.0,0.27 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,10.0,21258.0,0.47 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,High school graduate or GED completed,2500 - 2999 grams,28 - 364 days,20.0,33618.0,0.6,2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,High school graduate or GED completed,3000 - 3499 grams,28 - 364 days,24.0,65582.0,0.37,2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,"Some college credit, but not a degree",2500 - 2999 grams,28 - 364 days,23.0,32227.0,0.71,2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,"Some college credit, but not a degree",3000 - 3499 grams,28 - 364 days,23.0,66511.0,0.35,2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,"Some college credit, but not a degree",3500 - 3999 grams,28 - 364 days,12.0,48399.0,0.25 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,"Bachelor's degree (BA, AB, BS)",2500 - 2999 grams,28 - 364 days,10.0,49602.0,0.20 (Unreliable),2018
"External causes of mortality (*U01,V01-Y84)",30-34 years,"Bachelor's degree (BA, AB, BS)",3000 - 3499 grams,28 - 364 days,11.0,120911.0,0.09 (Unreliable),2018
#Accidents (unintentional injuries) (V01-X59),15-19 years,9th through 12th grade with no diploma,2500 - 2999 grams,28 - 364 days,14.0,19167.0,0.73 (Unreliable),2018
#Accidents (unintentional injuries) (V01-X59),15-19 years,9th through 12th grade with no diploma,3000 - 3499 grams,28 - 364 days,15.0,32060.0,0.47 (Unreliable),2018
