Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,499 or less,1 - 23 hours,54.5,316,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,499 or less,1 - 6,21.0,316,66.88,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,499 or less,7 - 27,11.0,316,34.82,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,500 - 999,Under 1 hour,29.0,1096,26.64,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,500 - 999,1 - 23 hours,54.5,1096,67.96,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,500 - 999,1 - 6,42.0,1096,38.5,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,500 - 999,7 - 27,54.5,1096,53.87,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,1000 - 1499,1 - 6,11.0,1522,7.29,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,Some College Education,1000 - 1499,7 - 27,10.0,1522,6.58,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Associate degree (AA, AS)",499 or less,Under 1 hour,42.0,152,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Associate degree (AA, AS)",499 or less,1 - 23 hours,54.5,152,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Associate degree (AA, AS)",500 - 999,1 - 23 hours,24.0,498,48.4,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Associate degree (AA, AS)",500 - 999,1 - 6,28.0,498,56.53,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Associate degree (AA, AS)",500 - 999,7 - 27,22.0,498,44.19,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,499 or less,Under 1 hour,54.5,290,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,499 or less,1 - 23 hours,54.5,290,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,499 or less,1 - 6,13.0,290,44.98,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,499 or less,7 - 27,11.0,290,38.0,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,Under 1 hour,21.0,1022,20.69,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,1 - 23 hours,47.0,1022,46.24,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,1 - 6,36.0,1022,35.5,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,500 - 999,7 - 27,44.0,1022,43.09,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,College Graduate or Higher,1000 - 1499,1 - 6,11.0,1639,6.73,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,33.0,144,230.7,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,54.5,144,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 23 hours,29.0,547,53.4,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 6,25.0,547,45.94,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,7 - 27,27.0,547,49.39,2017
Certain conditions originating in the perinatal period (P00-P96),30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",499 or less,1 - 23 hours,18.0,34,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Elementary School or Less,499 or less,Under 1 hour,12.0,40,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Elementary School or Less,499 or less,1 - 23 hours,15.0,40,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Elementary School or Less,500 - 999,1 - 23 hours,13.0,129,101.84,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,499 or less,Under 1 hour,17.0,74,231.11,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,499 or less,1 - 23 hours,31.0,74,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Incomplete,500 - 999,7 - 27,14.0,240,58.42,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,499 or less,Under 1 hour,42.0,172,245.11,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,499 or less,1 - 23 hours,54.5,172,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,499 or less,1 - 6,14.0,172,81.71,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,Under 1 hour,14.0,625,22.61,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,1 - 23 hours,22.0,625,35.44,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,1 - 6,26.0,625,42.05,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,High School Graduate,500 - 999,7 - 27,18.0,625,28.8,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,499 or less,Under 1 hour,37.0,176,211.6,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,499 or less,1 - 23 hours,54.5,176,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,499 or less,1 - 6,13.0,176,74.33,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,Under 1 hour,18.0,595,30.43,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,1 - 23 hours,33.0,595,55.96,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,1 - 6,18.0,595,30.49,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,7 - 27,31.0,595,52.15,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,28 - 364,13.0,595,21.87,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",499 or less,Under 1 hour,24.0,83,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",499 or less,1 - 23 hours,39.0,83,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",500 - 999,Under 1 hour,13.0,305,42.82,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",500 - 999,1 - 23 hours,15.0,305,49.44,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",500 - 999,1 - 6,11.0,305,36.24,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",500 - 999,7 - 27,13.0,305,42.65,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,Under 1 hour,37.0,154,241.77,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,1 - 23 hours,54.5,154,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,Under 1 hour,11.0,632,17.48,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 23 hours,29.0,632,46.11,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 6,28.0,632,44.73,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,7 - 27,23.0,632,36.45,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,33.0,96,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,27.0,96,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 23 hours,11.0,376,29.47,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 6,18.0,376,48.25,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,7 - 27,16.0,376,42.59,2017
Certain conditions originating in the perinatal period (P00-P96),35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",499 or less,1 - 23 hours,17.0,37,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),40-44,High School Graduate,499 or less,1 - 23 hours,16.0,36,261.32,2017
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,499 or less,Under 1 hour,11.0,46,240.27,2017
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,499 or less,1 - 23 hours,18.0,46,261.32,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,Under 1 hour,12.0,174,69.25,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,1 - 23 hours,24.0,174,139.5,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,500 - 999,1 - 23 hours,11.0,602,18.37,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,Under 1 hour,12.0,189,63.86,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,1 - 23 hours,34.0,189,181.24,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,Under 1 hour,11.0,159,69.47,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,1 - 23 hours,21.0,159,132.94,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,500 - 999,1 - 23 hours,11.0,541,20.43,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,Under 1 hour,54.5,608,102.61,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,1 - 23 hours,54.5,608,114.07,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,Under 1 hour,14.0,1865,7.56,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,1 - 23 hours,15.0,1865,8.08,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,Under 1 hour,27.0,334,81.44,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,1 - 23 hours,50.0,334,150.88,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,500 - 999,Under 1 hour,12.0,1197,10.03,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,500 - 999,1 - 23 hours,15.0,1197,12.62,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,"Associate degree (AA, AS)",499 or less,1 - 23 hours,11.0,59,187.38,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Elementary School or Less,499 or less,1 - 23 hours,10.0,35,261.32,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,Under 1 hour,16.0,181,89.0,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,1 - 23 hours,21.0,181,116.73,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,Under 1 hour,46.0,517,89.41,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,1 - 23 hours,54.5,517,134.35,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,500 - 999,1 - 23 hours,25.0,1622,15.47,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,Under 1 hour,37.0,420,88.89,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,1 - 23 hours,54.5,420,134.09,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,Under 1 hour,21.0,1466,14.42,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,1 - 23 hours,18.0,1466,12.35,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Associate degree (AA, AS)",499 or less,Under 1 hour,10.0,141,71.31,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,21.0,141,149.43,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Associate degree (AA, AS)",500 - 999,1 - 23 hours,10.0,526,19.12,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,Under 1 hour,31.0,240,130.1,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,1 - 23 hours,36.0,240,151.15,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,500 - 999,1 - 23 hours,13.0,854,15.3,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,11.0,70,157.49,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,13.0,70,186.14,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Incomplete,499 or less,1 - 23 hours,15.0,102,147.96,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,499 or less,Under 1 hour,35.0,371,94.89,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,499 or less,1 - 23 hours,39.0,371,105.93,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,500 - 999,1 - 23 hours,16.0,1130,14.27,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,499 or less,Under 1 hour,34.0,316,108.3,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,499 or less,1 - 23 hours,42.0,316,133.51,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,500 - 999,Under 1 hour,10.0,1096,9.21,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,500 - 999,1 - 23 hours,19.0,1096,17.47,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Associate degree (AA, AS)",499 or less,Under 1 hour,19.0,152,125.41,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Associate degree (AA, AS)",499 or less,1 - 23 hours,19.0,152,125.94,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,499 or less,Under 1 hour,32.0,290,111.17,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,499 or less,1 - 23 hours,43.0,290,149.16,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,500 - 999,1 - 23 hours,10.0,1022,9.82,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,15.0,144,104.45,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,29.0,144,202.86,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,High School Incomplete,499 or less,Under 1 hour,10.0,74,135.85,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,High School Graduate,499 or less,Under 1 hour,19.0,172,110.89,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,High School Graduate,499 or less,1 - 23 hours,23.0,172,134.57,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,Some College Education,499 or less,Under 1 hour,12.0,176,68.39,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,Some College Education,499 or less,1 - 23 hours,30.0,176,172.54,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,"Associate degree (AA, AS)",499 or less,1 - 23 hours,18.0,83,217.74,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,College Graduate or Higher,499 or less,Under 1 hour,13.0,154,85.11,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,College Graduate or Higher,499 or less,1 - 23 hours,29.0,154,189.63,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,College Graduate or Higher,500 - 999,1 - 23 hours,13.0,632,20.63,2017
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,10.0,96,104.86,2017
#Newborn affected by maternal complications of pregnancy (P01),15-19,High School Incomplete,499 or less,1 - 23 hours,13.0,174,75.32,2017
#Newborn affected by maternal complications of pregnancy (P01),15-19,High School Graduate,499 or less,1 - 23 hours,22.0,189,117.38,2017
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Incomplete,499 or less,1 - 23 hours,13.0,159,82.61,2017
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Graduate,499 or less,Under 1 hour,41.0,608,67.89,2017
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Graduate,499 or less,1 - 23 hours,45.0,608,74.44,2017
#Newborn affected by maternal complications of pregnancy (P01),20-24,Some College Education,499 or less,Under 1 hour,18.0,334,54.18,2017
#Newborn affected by maternal complications of pregnancy (P01),20-24,Some College Education,499 or less,1 - 23 hours,35.0,334,105.6,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Incomplete,499 or less,Under 1 hour,11.0,181,61.34,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Incomplete,499 or less,1 - 23 hours,12.0,181,66.97,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,499 or less,Under 1 hour,32.0,517,62.23,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,499 or less,1 - 23 hours,39.0,517,76.01,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,500 - 999,1 - 23 hours,12.0,1622,7.43,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,499 or less,Under 1 hour,21.0,420,50.38,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,499 or less,1 - 23 hours,44.0,420,105.33,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,500 - 999,Under 1 hour,11.0,1466,7.56,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,500 - 999,1 - 23 hours,10.0,1466,6.86,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,"Associate degree (AA, AS)",499 or less,Under 1 hour,10.0,141,71.31,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,10.0,141,70.98,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,College Graduate or Higher,499 or less,Under 1 hour,24.0,240,100.62,2017
#Newborn affected by maternal complications of pregnancy (P01),25-29,College Graduate or Higher,499 or less,1 - 23 hours,26.0,240,109.27,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,499 or less,Under 1 hour,24.0,371,65.16,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,499 or less,1 - 23 hours,23.0,371,62.54,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,500 - 999,1 - 23 hours,10.0,1130,8.93,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,Some College Education,499 or less,Under 1 hour,25.0,316,79.71,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,Some College Education,499 or less,1 - 23 hours,27.0,316,85.83,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,Some College Education,500 - 999,1 - 23 hours,14.0,1096,12.89,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,"Associate degree (AA, AS)",499 or less,Under 1 hour,13.0,152,85.93,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,College Graduate or Higher,499 or less,Under 1 hour,21.0,290,72.88,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,College Graduate or Higher,499 or less,1 - 23 hours,28.0,290,97.18,2017
#Newborn affected by maternal complications of pregnancy (P01),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,18.0,144,125.92,2017
#Newborn affected by maternal complications of pregnancy (P01),35-39,High School Graduate,499 or less,Under 1 hour,12.0,172,69.89,2017
#Newborn affected by maternal complications of pregnancy (P01),35-39,High School Graduate,499 or less,1 - 23 hours,15.0,172,87.57,2017
#Newborn affected by maternal complications of pregnancy (P01),35-39,Some College Education,499 or less,1 - 23 hours,26.0,176,149.56,2017
#Newborn affected by maternal complications of pregnancy (P01),35-39,"Associate degree (AA, AS)",499 or less,1 - 23 hours,15.0,83,181.18,2017
#Newborn affected by maternal complications of pregnancy (P01),35-39,College Graduate or Higher,499 or less,1 - 23 hours,19.0,154,124.35,2017
Newborn affected by incompetent cervix (P01.0),20-24,High School Graduate,499 or less,Under 1 hour,16.0,608,26.45,2017
Newborn affected by incompetent cervix (P01.0),20-24,High School Graduate,499 or less,1 - 23 hours,21.0,608,34.69,2017
Newborn affected by incompetent cervix (P01.0),20-24,Some College Education,499 or less,1 - 23 hours,13.0,334,39.22,2017
Newborn affected by incompetent cervix (P01.0),25-29,High School Graduate,499 or less,1 - 23 hours,14.0,517,27.31,2017
Newborn affected by incompetent cervix (P01.0),25-29,Some College Education,499 or less,1 - 23 hours,18.0,420,43.06,2017
Newborn affected by incompetent cervix (P01.0),25-29,College Graduate or Higher,499 or less,Under 1 hour,11.0,240,46.21,2017
Newborn affected by incompetent cervix (P01.0),25-29,College Graduate or Higher,499 or less,1 - 23 hours,15.0,240,63.17,2017
Newborn affected by incompetent cervix (P01.0),30-34,High School Graduate,499 or less,1 - 23 hours,13.0,371,35.35,2017
Newborn affected by incompetent cervix (P01.0),30-34,Some College Education,499 or less,1 - 23 hours,16.0,316,50.87,2017
Newborn affected by incompetent cervix (P01.0),35-39,Some College Education,499 or less,1 - 23 hours,10.0,176,57.48,2017
Newborn affected by premature rupture of membranes (P01.1),15-19,High School Graduate,499 or less,1 - 23 hours,11.0,189,58.73,2017
Newborn affected by premature rupture of membranes (P01.1),20-24,High School Graduate,499 or less,Under 1 hour,17.0,608,28.22,2017
Newborn affected by premature rupture of membranes (P01.1),20-24,High School Graduate,499 or less,1 - 23 hours,20.0,608,33.08,2017
Newborn affected by premature rupture of membranes (P01.1),20-24,Some College Education,499 or less,1 - 23 hours,21.0,334,63.38,2017
Newborn affected by premature rupture of membranes (P01.1),25-29,High School Graduate,499 or less,Under 1 hour,13.0,517,25.36,2017
Newborn affected by premature rupture of membranes (P01.1),25-29,High School Graduate,499 or less,1 - 23 hours,20.0,517,38.99,2017
Newborn affected by premature rupture of membranes (P01.1),25-29,Some College Education,499 or less,Under 1 hour,12.0,420,28.72,2017
Newborn affected by premature rupture of membranes (P01.1),25-29,Some College Education,499 or less,1 - 23 hours,19.0,420,45.55,2017
Newborn affected by premature rupture of membranes (P01.1),25-29,College Graduate or Higher,499 or less,Under 1 hour,11.0,240,46.09,2017
Newborn affected by premature rupture of membranes (P01.1),30-34,High School Graduate,499 or less,Under 1 hour,14.0,371,37.98,2017
Newborn affected by premature rupture of membranes (P01.1),30-34,Some College Education,499 or less,Under 1 hour,12.0,316,38.17,2017
Newborn affected by premature rupture of membranes (P01.1),30-34,Some College Education,499 or less,1 - 23 hours,10.0,316,31.78,2017
Newborn affected by premature rupture of membranes (P01.1),30-34,College Graduate or Higher,499 or less,Under 1 hour,12.0,290,41.61,2017
Newborn affected by premature rupture of membranes (P01.1),30-34,College Graduate or Higher,499 or less,1 - 23 hours,18.0,290,62.45,2017
Newborn affected by premature rupture of membranes (P01.1),35-39,Some College Education,499 or less,1 - 23 hours,11.0,176,63.03,2017
Newborn affected by premature rupture of membranes (P01.1),35-39,"Associate degree (AA, AS)",499 or less,1 - 23 hours,11.0,83,132.99,2017
Newborn affected by premature rupture of membranes (P01.1),35-39,College Graduate or Higher,499 or less,1 - 23 hours,11.0,154,72.33,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Graduate,499 or less,Under 1 hour,17.0,608,28.09,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Graduate,499 or less,1 - 23 hours,18.0,608,29.76,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,Some College Education,499 or less,1 - 23 hours,12.0,334,36.29,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Graduate,499 or less,Under 1 hour,11.0,517,21.36,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Graduate,499 or less,1 - 23 hours,22.0,517,42.73,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Graduate,500 - 999,1 - 23 hours,13.0,1622,8.04,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,Some College Education,499 or less,Under 1 hour,12.0,420,28.91,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,Some College Education,499 or less,1 - 23 hours,10.0,420,23.95,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,11.0,141,78.44,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,High School Graduate,499 or less,1 - 23 hours,13.0,371,35.18,2017
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,Some College Education,499 or less,1 - 23 hours,11.0,316,34.91,2017
